Roll,Sem,SubCode,Credit,Grade,Sub_Type
0401ME23,1,ME111,7,BC,CORE
0401ME23,1,PH101,6,CD,CORE
0401ME23,1,PH110,3,AB,CORE
0401ME23,2,CH102,6,CC,CORE
0401ME23,2,CS101,6,CD,CORE
0401ME23,2,CS110,3,BB,CORE
0401ME23,2,EE102,4,BC,CORE
0401ME23,2,MA102,8,BC,CORE
0401ME23,2,ME101,8,BB,CORE
0401ME23,2,ME110,3,AB,CORE
0401ME23,2,PH102,6,DD,CORE
0401ME23,3,CS201,9,BB,CORE
0401ME23,3,HS201,6,BC,HS Elective
0401ME23,3,MA201,8,AB,CORE
0401ME23,3,ME201,6,AB,CORE
0401ME23,3,ME204,6,BB,CORE
0401ME23,3,ME205,8,BB,CORE
0401ME23,3,ME211,4,BB,CORE
0401ME23,4,EE280,6,BC,CORE
0401ME23,4,EE281,3,CC,CORE
0401ME23,4,HS202,6,BC,HS ELECTIVE
0401ME23,4,MA251,6,BB,Elective-Sc.
0401ME23,4,ME202,6,BC,CORE
0401ME23,4,ME203,6,BC,CORE
0401ME23,4,ME206,6,BC,CORE
0401ME23,4,ME210,6,BC,CORE
0401ME23,4,ME212,4,BB,CORE
0401ME23,5,ME301,8,CC,CORE
0401ME23,5,ME302,6,BB,CORE
0401ME23,5,ME303,8,BB,CORE
0401ME23,5,ME304,6,BB,CORE
0401ME23,5,ME305,8,AB,CORE
0401ME23,5,ME310,4,BB,CORE
0401ME23,5,ME321,6,CC,CORE
0401ME23,6,HS331,6,AB,HS Elective
0401ME23,6,ME306,8,BC,CORE
0401ME23,6,ME307,8,BB,CORE
0401ME23,6,ME308,6,BB,CORE
0401ME23,6,ME309,8,BC,CORE
0401ME23,6,ME311,4,BB,CORE
0401ME23,6,ME322,6,CC,CORE
0401ME23,7,ME400,2,AA,CORE
0401ME23,7,ME401,8,BC,CORE
0401ME23,7,ME411,4,AB,CORE
0401ME23,7,ME441,6,AB,DEPARTMENTAL ELECTIVE - I
0401ME23,7,ME461,6,BB,DEPARTMENTAL ELECTIVE - II
0401ME23,7,ME498,8,BB,CORE
0401ME23,7,PH401,6,AB,OPEN ELECTIVE - I
0401ME23,8,HS441,6,BC,HSS Elective
0401ME23,8,ME442,6,AA,Departmental Elective - III
0401ME23,8,ME446,6,BC,Departmental Elective - IV
0401ME23,8,ME499,16,BB,CORE
0401ME23,8,PH403,6,AB,Open Elective - II
0401ME27,1,CH101,8,BC,CORE
0401ME27,1,CH110,3,AB,CORE
0401ME27,1,EE101,8,BC,CORE
0401ME27,1,HS101,6,AB,CORE
0401ME27,1,MA101,8,BB,CORE
0401ME27,1,ME111,7,BB,CORE
0401ME27,1,PH101,6,BC,CORE
0401ME27,1,PH110,3,AB,CORE
0401ME27,2,CH102,6,BB,CORE
0401ME27,2,CS101,6,CC,CORE
0401ME27,2,CS110,3,BB,CORE
0401ME27,2,EE102,4,BC,CORE
0401ME27,2,MA102,8,AB,CORE
0401ME27,2,ME101,8,BB,CORE
0401ME27,2,ME110,3,AB,CORE
0401ME27,2,PH102,6,BC,CORE
0401ME27,3,CS201,9,AB,CORE
0401ME27,3,HS201,6,AB,HS Elective
0401ME27,3,MA201,8,AB,CORE
0401ME27,3,ME201,6,AB,CORE
0401ME27,3,ME204,6,AB,CORE
0401ME27,3,ME205,8,AB,CORE
0401ME27,3,ME211,4,BB,CORE
0401ME27,4,EE280,6,AB,CORE
0401ME27,4,EE281,3,BB,CORE
0401ME27,4,HS211,6,BC,HS ELECTIVE
0401ME27,4,MA251,6,AB,Elective-Sc.
0401ME27,4,ME202,6,AB,CORE
0401ME27,4,ME203,6,BC,CORE
0401ME27,4,ME206,6,AB,CORE
0401ME27,4,ME210,6,AB,CORE
0401ME27,4,ME212,4,AB,CORE
0401ME27,5,ME301,8,AB,CORE
0401ME27,5,ME302,6,AB,CORE
0401ME27,5,ME303,8,BB,CORE
0401ME27,5,ME304,6,AB,CORE
0401ME27,5,ME305,8,AB,CORE
0401ME27,5,ME310,4,AA,CORE
0401ME27,5,ME321,6,AA,CORE
0401ME27,6,HS331,6,BB,HS Elective
0401ME27,6,ME306,8,AB,CORE
0401ME27,6,ME307,8,AB,CORE
0401ME27,6,ME308,6,AB,CORE
0401ME27,6,ME309,8,BB,CORE
0401ME27,6,ME311,4,AA,CORE
0401ME27,6,ME322,6,BB,CORE
0401ME27,7,ME400,2,AB,CORE
0401ME27,7,ME401,8,AB,CORE
0401ME27,7,ME411,4,AB,CORE
0401ME27,7,ME441,6,AB,DEPARTMENTAL ELECTIVE - I
0401ME27,7,ME445,6,AB,DEPARTMENTAL ELECTIVE - I
0401ME27,7,ME498,8,AA,CORE
0401ME27,7,PH401,6,AB,OPEN ELECTIVE - I
0401ME27,8,HS441,6,BB,HSS Elective
0401ME27,8,MA412,6,AB,Open Elective - II
0401ME27,8,ME442,6,AB,Departmental Elective - IV
0401ME27,8,ME446,6,AB,Departmental Elective - III
0401ME27,8,ME499,16,AB,CORE
0401ME28,1,CH101,8,CC,CORE
0401ME28,1,CH110,3,BC,CORE
0401ME28,1,EE101,8,CC,CORE
0401ME28,1,HS101,6,BC,CORE
0401ME28,1,MA101,8,CD,CORE
0401ME28,1,ME111,7,BC,CORE
0401ME28,1,PH101,6,CC,CORE
0401ME28,1,PH110,3,AB,CORE
0401ME28,2,CH102,6,CD,CORE
0401ME28,2,CS101,6,CC,CORE
0401ME28,2,CS110,3,CD,CORE
0401ME28,2,EE102,4,BC,CORE
0401ME28,2,MA102,8,CD,CORE
0401ME28,2,ME101,8,CC,CORE
0401ME28,2,ME110,3,BB,CORE
0401ME28,2,PH102,6,CD,CORE
0401ME28,3,CS201,9,BC,CORE
0401ME28,3,HS201,6,BB,HS Elective
0401ME28,3,MA201,8,BC,CORE
0401ME28,3,ME201,6,CC,CORE
0401ME28,3,ME204,6,BC,CORE
0401ME28,3,ME205,8,BC,CORE
0401ME28,3,ME211,4,BB,CORE
0401ME28,4,EE280,6,CC,CORE
0401ME28,4,EE281,3,BB,CORE
0401ME28,4,HS202,6,BB,HS ELECTIVE
0401ME28,4,MA251,6,DD,Elective-Sc.
0401ME28,4,ME202,6,CC,CORE
0401ME28,4,ME203,6,CC,CORE
0401ME28,4,ME206,6,CC,CORE
0401ME28,4,ME210,6,BB,CORE
0401ME28,4,ME212,4,BB,CORE
0401ME28,5,ME301,8,CD,CORE
0401ME28,5,ME302,6,BC,CORE
0401ME28,5,ME303,8,CD,CORE
0401ME28,5,ME304,6,BC,CORE
0401ME28,5,ME305,8,BC,CORE
0401ME28,5,ME310,4,BB,CORE
0401ME28,5,ME321,6,CC,CORE
0401ME28,6,HS331,6,AB,HS Elective
0401ME28,6,ME306,8,CD,CORE
0401ME28,6,ME307,8,CD,CORE
0401ME28,6,ME308,6,BC,CORE
0401ME28,6,ME309,8,DD,CORE
0401ME28,6,ME311,4,BB,CORE
0401ME28,6,ME322,6,CD,CORE
0401ME28,7,ME400,2,BC,CORE
0401ME28,7,ME401,8,CC,CORE
0401ME28,7,ME411,4,AA,CORE
0401ME28,7,ME441,6,CC,DEPARTMENTAL ELECTIVE - I
0401ME28,7,ME449,6,CC,DEPARTMENTAL ELECTIVE - II
0401ME28,7,ME498,8,AB,CORE
0401ME28,7,PH401,6,BB,OPEN ELECTIVE - I
0401ME28,8,HS441,6,BC,HSS Elective
0401ME28,8,ME442,6,CC,Departmental Elective - III
0401ME28,8,ME446,6,CC,Departmental Elective - IV
0401ME28,8,ME499,16,BC,CORE
0401ME28,8,PH403,6,AA,Open Elective - II
0401ME29,1,CH101,8,BB,CORE
0401ME29,1,CH110,3,AA,CORE
0401ME29,1,EE101,8,BC,CORE
0401ME29,1,HS101,6,BC,CORE
0401ME29,1,MA101,8,BC,CORE
0401ME29,1,ME111,7,BB,CORE
0401ME29,1,PH101,6,CC,CORE
0401ME29,1,PH110,3,AA,CORE
0401ME29,2,CH102,6,BB,CORE
0401ME29,2,CS101,6,BC,CORE
0401ME29,2,CS110,3,BB,CORE
0401ME29,2,EE102,4,BC,CORE
0401ME29,2,MA102,8,CC,CORE
0401ME29,2,ME101,8,BB,CORE
0401ME29,2,ME110,3,BB,CORE
0401ME29,2,PH102,6,CC,CORE
0401ME29,3,CS201,9,AB,CORE
0401ME29,3,HS201,6,BB,HS Elective
0401ME29,3,MA201,8,BB,CORE
0401ME29,3,ME201,6,AA,CORE
0401ME29,3,ME204,6,BB,CORE
0401ME29,3,ME205,8,AB,CORE
0401ME29,3,ME211,4,AA,CORE
0401ME29,4,EE280,6,BB,CORE
0401ME29,4,EE281,3,BB,CORE
0401ME29,4,HS223,6,AB,HS ELECTIVE
0401ME29,4,MA214,6,AB,Elective-Sc.
0401ME29,4,ME202,6,BB,CORE
0401ME29,4,ME203,6,BB,CORE
0401ME29,4,ME206,6,AB,CORE
0401ME29,4,ME210,6,BB,CORE
0401ME29,4,ME212,4,AA,CORE
0401ME29,5,ME301,8,BB,CORE
0401ME29,5,ME302,6,AB,CORE
0401ME29,5,ME303,8,CC,CORE
0401ME29,5,ME304,6,AB,CORE
0401ME29,5,ME305,8,AB,CORE
0401ME29,5,ME310,4,AB,CORE
0401ME29,5,ME321,6,AA,CORE
0401ME29,6,HS331,6,BB,HS Elective
0401ME29,6,ME306,8,BB,CORE
0401ME29,6,ME307,8,BB,CORE
0401ME29,6,ME308,6,AB,CORE
0401ME29,6,ME309,8,AB,CORE
0401ME29,6,ME311,4,AA,CORE
0401ME29,6,ME322,6,BB,CORE
0401ME29,7,ME400,2,AA,CORE
0401ME29,7,ME401,8,AA,CORE
0401ME29,7,ME411,4,AA,CORE
0401ME29,7,ME445,6,AB,DEPARTMENTAL ELECTIVE - I
0401ME29,7,ME461,6,AA,DEPARTMENTAL ELECTIVE - II
0401ME29,7,ME498,8,AA,CORE
0401ME29,7,PH401,6,AA,OPEN ELECTIVE - I
0401ME29,8,HS441,6,AB,HSS Elective
0401ME29,8,MA412,6,BB,Open Elective - II
0401ME29,8,ME442,6,BB,Departmental Elective - IV
0401ME29,8,ME446,6,BB,Departmental Elective - III
0401ME29,8,ME499,16,AA,CORE
0401ME30,1,CH101,8,AA,CORE
0401ME30,1,CH110,3,AB,CORE
0401ME30,1,EE101,8,BB,CORE
0401ME30,1,HS101,6,BC,CORE
0401ME30,1,MA101,8,AA,CORE
0401ME30,1,ME111,7,AA,CORE
0401ME30,1,PH101,6,AA,CORE
0401ME30,1,PH110,3,AA,CORE
0401ME30,2,CH102,6,AB,CORE
0401ME30,2,CS101,6,BB,CORE
0401ME30,2,CS110,3,AB,CORE
0401ME30,2,EE102,4,AB,CORE
0401ME30,2,MA102,8,BB,CORE
0401ME30,2,ME101,8,DD,CORE
0401ME30,2,ME110,3,AA,CORE
0401ME30,2,PH102,6,AA,CORE
0401ME30,3,CS201,9,AB,CORE
0401ME30,3,HS201,6,BB,HS Elective
0401ME30,3,MA201,8,AA,CORE
0401ME30,3,ME201,6,AA,CORE
0401ME30,3,ME204,6,AB,CORE
0401ME30,3,ME205,8,AB,CORE
0401ME30,3,ME211,4,AB,CORE
0401ME30,4,EE280,6,BB,CORE
0401ME30,4,EE281,3,BB,CORE
0401ME30,4,HS223,6,AB,HS ELECTIVE
0401ME30,4,MA251,6,AA,Elective-Sc.
0401ME30,4,ME202,6,AA,CORE
0401ME30,4,ME203,6,AB,CORE
0401ME30,4,ME206,6,AA,CORE
0401ME30,4,ME210,6,AA,CORE
0401ME30,4,ME212,4,AA,CORE
0401ME30,5,ME301,8,AA,CORE
0401ME30,5,ME302,6,AB,CORE
0401ME30,5,ME303,8,AB,CORE
0401ME30,5,ME304,6,AA,CORE
0401ME30,5,ME305,8,AA,CORE
0401ME30,5,ME310,4,AB,CORE
0401ME30,5,ME321,6,AA,CORE
0401ME30,6,HS331,6,AA,HS Elective
0401ME30,6,ME306,8,AA,CORE
0401ME30,6,ME307,8,AA,CORE
0401ME30,6,ME308,6,AB,CORE
0401ME30,6,ME309,8,AA,CORE
0401ME30,6,ME311,4,AB,CORE
0401ME30,6,ME322,6,AB,CORE
0401ME30,7,ME400,2,AA,CORE
0401ME30,7,ME401,8,AA,CORE
0401ME30,7,ME411,4,AA,CORE
0401ME30,7,ME445,6,AA,DEPARTMENTAL ELECTIVE - I
0401ME30,7,ME461,6,AA,DEPARTMENTAL ELECTIVE - II
0401ME30,7,ME481,6,AB,OPEN ELECTIVE - I
0401ME30,7,ME498,8,AA,CORE
0401ME30,8,HS441,6,BB,HSS Elective
0401ME30,8,MA412,6,AA,Open Elective - II
0401ME30,8,ME442,6,AA,Departmental Elective - IV
0401ME30,8,ME446,6,AB,Departmental Elective - III
0401ME30,8,ME499,16,AA,CORE
0401ME32,1,CH101,8,BC,CORE
0401ME32,1,CH110,3,BC,CORE
0401ME32,1,EE101,8,CD,CORE
0401ME32,1,HS101,6,BB,CORE
0401ME32,1,MA101,8,DD,CORE
0401ME32,1,ME111,7,BB,CORE
0401ME32,1,PH101,6,CC,CORE
0401ME32,1,PH110,3,AB,CORE
0401ME32,2,CH102,6,BC,CORE
0401ME32,2,CS101,6,CC,CORE
0401ME32,2,CS110,3,BC,CORE
0401ME32,2,EE102,4,CC,CORE
0401ME32,2,MA102,8,CC,CORE
0401ME32,2,ME101,8,CC,CORE
0401ME32,2,ME110,3,BB,CORE
0401ME32,2,PH102,6,BC,CORE
0401ME32,3,CS201,9,AB,CORE
0401ME32,3,HS201,6,BB,HS Elective
0401ME32,3,MA201,8,BC,CORE
0401ME32,3,ME201,6,AB,CORE
0401ME32,3,ME204,6,BB,CORE
0401ME32,3,ME205,8,BB,CORE
0401ME32,3,ME211,4,BB,CORE
0401ME32,4,EE280,6,BC,CORE
0401ME32,4,EE281,3,CC,CORE
0401ME32,4,HS211,6,BB,HS ELECTIVE
0401ME32,4,MA251,6,BC,Elective-Sc.
0401ME32,4,ME202,6,AB,CORE
0401ME32,4,ME203,6,BB,CORE
0401ME32,4,ME206,6,BB,CORE
0401ME32,4,ME210,6,AB,CORE
0401ME32,4,ME212,4,BB,CORE
0401ME32,5,ME301,8,CC,CORE
0401ME32,5,ME302,6,BB,CORE
0401ME32,5,ME303,8,CC,CORE
0401ME32,5,ME304,6,BC,CORE
0401ME32,5,ME305,8,BC,CORE
0401ME32,5,ME310,4,BB,CORE
0401ME32,5,ME321,6,BC,CORE
0401ME32,6,HS331,6,BB,HS Elective
0401ME32,6,ME306,8,BC,CORE
0401ME32,6,ME307,8,BC,CORE
0401ME32,6,ME308,6,BB,CORE
0401ME32,6,ME309,8,CD,CORE
0401ME32,6,ME311,4,AB,CORE
0401ME32,6,ME322,6,CC,CORE
0401ME32,7,ME400,2,BB,CORE
0401ME32,7,ME401,8,BB,CORE
0401ME32,7,ME411,4,AB,CORE
0401ME32,7,ME441,6,BC,DEPARTMENTAL ELECTIVE - I
0401ME32,7,ME445,6,CC,DEPARTMENTAL ELECTIVE - I
0401ME32,7,ME481,6,BC,OPEN ELECTIVE - I
0401ME32,7,ME498,8,AB,CORE
0401ME32,8,HS441,6,BB,HSS Elective
0401ME32,8,ME442,6,BC,Departmental Elective - IV
0401ME32,8,ME446,6,BC,Departmental Elective - III
0401ME32,8,ME499,16,BC,CORE
0401ME32,8,PH403,6,BB,Open Elective - II
0401ME33,1,CH101,8,BC,CORE
0401ME33,1,CH110,3,AA,CORE
0401ME33,1,EE101,8,CD,CORE
0401ME33,1,HS101,6,AB,CORE
0401ME33,1,MA101,8,BC,CORE
0401ME33,1,ME111,7,AB,CORE
0401ME33,1,PH101,6,CC,CORE
0401ME33,1,PH110,3,AA,CORE
0401ME33,2,CH102,6,BC,CORE
0401ME33,2,CS101,6,BB,CORE
0401ME33,2,CS110,3,AB,CORE
0401ME33,2,EE102,4,AB,CORE
0401ME33,2,MA102,8,BC,CORE
0401ME33,2,ME101,8,AB,CORE
0401ME33,2,ME110,3,AB,CORE
0401ME33,2,PH102,6,BC,CORE
0401ME33,3,CS201,9,AA,CORE
0401ME33,3,HS201,6,AB,HS Elective
0401ME33,3,MA201,8,BC,CORE
0401ME33,3,ME201,6,AB,CORE
0401ME33,3,ME204,6,AB,CORE
0401ME33,3,ME205,8,AB,CORE
0401ME33,3,ME211,4,AB,CORE
0401ME33,4,EE280,6,BB,CORE
0401ME33,4,EE281,3,BC,CORE
0401ME33,4,HS202,6,BB,HS ELECTIVE
0401ME33,4,MA251,6,AB,Elective-Sc.
0401ME33,4,ME202,6,AB,CORE
0401ME33,4,ME203,6,BB,CORE
0401ME33,4,ME206,6,AB,CORE
0401ME33,4,ME210,6,AB,CORE
0401ME33,4,ME212,4,AA,CORE
0401ME33,5,ME301,8,AB,CORE
0401ME33,5,ME302,6,AB,CORE
0401ME33,5,ME303,8,BB,CORE
0401ME33,5,ME304,6,BB,CORE
0401ME33,5,ME305,8,AB,CORE
0401ME33,5,ME310,4,AA,CORE
0401ME33,5,ME321,6,AB,CORE
0401ME33,6,HS331,6,BB,HS Elective
0401ME33,6,ME306,8,BB,CORE
0401ME33,6,ME307,8,AB,CORE
0401ME33,6,ME308,6,AB,CORE
0401ME33,6,ME309,8,BC,CORE
0401ME33,6,ME311,4,AB,CORE
0401ME33,6,ME322,6,BB,CORE
0401ME33,7,ME400,2,AA,CORE
0401ME33,7,ME401,8,AA,CORE
0401ME33,7,ME411,4,AA,CORE
0401ME33,7,ME441,6,AB,DEPARTMENTAL ELECTIVE - I
0401ME33,7,ME449,6,AB,DEPARTMENTAL ELECTIVE - II
0401ME33,7,ME498,8,AA,CORE
0401ME33,7,PH401,6,AA,OPEN ELECTIVE - I
0401ME33,8,HS441,6,BB,HSS Elective
0401ME33,8,ME442,6,AB,Departmental Elective - IV
0401ME33,8,ME446,6,BB,Departmental Elective - III
0401ME33,8,ME499,16,AA,CORE
0401ME33,8,PH403,6,BB,Open Elective - II
0401ME34,1,CH101,8,BC,CORE
0401ME34,1,CH110,3,BB,CORE
0401ME34,1,EE101,8,BC,CORE
0401ME34,1,HS101,6,BC,CORE
0401ME34,1,MA101,8,BC,CORE
0401ME34,1,ME111,7,AB,CORE
0401ME34,1,PH101,6,BB,CORE
0401ME34,1,PH110,3,AA,CORE
0401ME34,2,CH102,6,BB,CORE
0401ME34,2,CS101,6,CD,CORE
0401ME34,2,CS110,3,BB,CORE
0401ME34,2,EE102,4,BB,CORE
0401ME34,2,MA102,8,BC,CORE
0401ME34,2,ME101,8,BC,CORE
0401ME34,2,ME110,3,BB,CORE
0401ME34,2,PH102,6,CC,CORE
0401ME34,3,CS201,9,BC,CORE
0401ME34,3,HS201,6,BB,HS Elective
0401ME34,3,MA201,8,BC,CORE
0401ME34,3,ME201,6,AB,CORE
0401ME34,3,ME204,6,BB,CORE
0401ME34,3,ME205,8,BB,CORE
0401ME34,3,ME211,4,AB,CORE
0401ME34,4,EE280,6,CC,CORE
0401ME34,4,EE281,3,BB,CORE
0401ME34,4,HS223,6,AB,HS ELECTIVE
0401ME34,4,MA251,6,BB,Elective-Sc.
0401ME34,4,ME202,6,BC,CORE
0401ME34,4,ME203,6,BC,CORE
0401ME34,4,ME206,6,BC,CORE
0401ME34,4,ME210,6,AB,CORE
0401ME34,4,ME212,4,AB,CORE
0401ME34,5,ME301,8,CD,CORE
0401ME34,5,ME302,6,BB,CORE
0401ME34,5,ME303,8,CC,CORE
0401ME34,5,ME304,6,CC,CORE
0401ME34,5,ME305,8,BB,CORE
0401ME34,5,ME310,4,BB,CORE
0401ME34,5,ME321,6,CC,CORE
0401ME34,6,HS331,6,BC,HS Elective
0401ME34,6,ME306,8,CC,CORE
0401ME34,6,ME307,8,BC,CORE
0401ME34,6,ME308,6,BB,CORE
0401ME34,6,ME309,8,BC,CORE
0401ME34,6,ME311,4,BB,CORE
0401ME34,6,ME322,6,BC,CORE
0401ME34,7,ME400,2,AB,CORE
0401ME34,7,ME401,8,AB,CORE
0401ME34,7,ME411,4,AB,CORE
0401ME34,7,ME441,6,BB,DEPARTMENTAL ELECTIVE - I
0401ME34,7,ME445,6,BC,DEPARTMENTAL ELECTIVE - I
0401ME34,7,ME498,8,AB,CORE
0401ME34,7,PH401,6,AB,OPEN ELECTIVE - I
0401ME34,8,HS441,6,BB,HSS Elective
0401ME34,8,ME442,6,AB,Departmental Elective - IV
0401ME34,8,ME446,6,CC,Departmental Elective - III
0401ME34,8,ME499,16,BC,CORE
0401ME34,8,PH403,6,BB,Open Elective - II
0501CS01,1,CH101,8,AA,CORE
0501CS01,1,CH110,3,AA,CORE
0501CS01,1,EE101,8,AA,CORE
0501CS01,1,HS101,6,AA,CORE
0501CS01,1,MA101,8,AA,CORE
0501CS01,1,ME110,3,AB,CORE
0501CS01,1,ME111,7,AA,CORE
0501CS01,1,PH101,6,AA,CORE
0501CS01,2,CH102,6,AA,CORE
0501CS01,2,CS101,6,AB,CORE
0501CS01,2,CS110,3,AB,CORE
0501CS01,2,EE102,4,AA,CORE
0501CS01,2,MA102,8,AA,CORE
0501CS01,2,ME101,8,AA,CORE
0501CS01,2,PH102,6,AA,CORE
0501CS01,2,PH110,3,AA,CORE
0501CS01,3,CS201,9,AA,CORE
0501CS01,3,CS203,6,AA,CORE
0501CS01,3,CS221,6,AA,CORE
0501CS01,3,EE220,8,AA,CORE
0501CS01,3,HS231,6,AA,HS ELECTIVE
0501CS01,3,MA201,8,AA,CORE
0501CS01,4,CS204,6,AA,CORE
0501CS01,4,CS222,6,AB,CORE
0501CS01,4,CS223,3,AB,CORE
0501CS01,4,CS241,7,AA,CORE
0501CS01,4,CS242,5,AA,CORE
0501CS01,4,HS222,6,AA,HS Elective
0501CS01,4,MA214,6,AA,Elective-Sc.
0501CS01,4,MA225,8,AA,CORE
0501CS01,5,CS301,6,AA,CORE
0501CS01,5,CS331,8,AA,CORE
0501CS01,5,CS341,6,AA,CORE
0501CS01,5,CS342,5,AA,CORE
0501CS01,5,CS343,6,AA,CORE
0501CS01,5,CS344,6,AA,CORE
0501CS01,5,CS345,5,AA,CORE
0501CS01,6,CS302,6,AA,CORE
0501CS01,6,CS346,6,AA,CORE
0501CS01,6,CS347,3,AA,CORE
0501CS01,6,CS348,8,AA,CORE
0501CS01,6,CS362,8,AA,CORE
0501CS01,6,CS399,3,AA,CORE
0501CS01,6,HS331,6,AA,HSS Elective
0501CS01,7,CS400,2,AA,CORE
0501CS01,7,CS421,6,AA,CORE
0501CS01,7,CS422,5,AA,CORE
0501CS01,7,CS443,6,AA,Departmental Elective - II
0501CS01,7,CS461,6,AA,Departmental Elective - I
0501CS01,7,CS498,10,AA,CORE
0501CS01,7,MA410,6,AA,Open Elective - I
0501CS01,8,CE502,6,AA,Open Elective - II
0501CS01,8,CS453,6,AA,Departmental Elective - IV
0501CS01,8,CS499,16,AA,CORE
0501CS01,8,CS502,6,AA,Departmental Elective - III
0501CS01,8,HS441,6,AA,HS Elective
0501CS02,1,CH101,8,AB,CORE
0501CS02,1,CH110,3,BB,CORE
0501CS02,1,EE101,8,BB,CORE
0501CS02,1,HS101,6,AB,CORE
0501CS02,1,MA101,8,BB,CORE
0501CS02,1,ME110,3,BB,CORE
0501CS02,1,ME111,7,BB,CORE
0501CS02,1,PH101,6,BB,CORE
0501CS02,2,CH102,6,BC,CORE
0501CS02,2,CS101,6,BB,CORE
0501CS02,2,CS110,3,BB,CORE
0501CS02,2,EE102,4,AA,CORE
0501CS02,2,MA102,8,BB,CORE
0501CS02,2,ME101,8,BB,CORE
0501CS02,2,PH102,6,BB,CORE
0501CS02,2,PH110,3,BC,CORE
0501CS02,3,CS201,9,CC,CORE
0501CS02,3,CS203,6,AB,CORE
0501CS02,3,CS221,6,BC,CORE
0501CS02,3,EE220,8,BB,CORE
0501CS02,3,HS221,6,BB,HS ELECTIVE
0501CS02,3,MA201,8,BB,CORE
0501CS02,4,CS204,6,BB,CORE
0501CS02,4,CS222,6,BC,CORE
0501CS02,4,CS223,3,AB,CORE
0501CS02,4,CS241,7,BC,CORE
0501CS02,4,CS242,5,AB,CORE
0501CS02,4,HS222,6,AB,HS Elective
0501CS02,4,MA225,8,AB,CORE
0501CS02,4,MA251,6,BC,Elective-Sc.
0501CS02,5,CS301,6,BC,CORE
0501CS02,5,CS331,8,CC,CORE
0501CS02,5,CS341,6,BC,CORE
0501CS02,5,CS342,5,BB,CORE
0501CS02,5,CS343,6,CC,CORE
0501CS02,5,CS344,6,BC,CORE
0501CS02,5,CS345,5,BB,CORE
0501CS02,6,CS302,6,BC,CORE
0501CS02,6,CS346,6,BB,CORE
0501CS02,6,CS347,3,BB,CORE
0501CS02,6,CS348,8,BB,CORE
0501CS02,6,CS362,8,BB,CORE
0501CS02,6,CS399,3,AA,CORE
0501CS02,6,HS311,6,CC,HSS Elective
0501CS02,7,CS400,2,BB,CORE
0501CS02,7,CS421,6,CC,CORE
0501CS02,7,CS422,5,BB,CORE
0501CS02,7,CS443,6,BB,Departmental Elective - II
0501CS02,7,CS461,6,BB,Departmental Elective - I
0501CS02,7,CS498,10,BB,CORE
0501CS02,7,MA410,6,BC,Open Elective - I
0501CS02,8,CE442,6,CC,Open Elective - II
0501CS02,8,CS453,6,AB,Departmental Elective - IV
0501CS02,8,CS499,16,AA,CORE
0501CS02,8,CS502,6,BB,Departmental Elective - III
0501CS02,8,HS441,6,BB,HS Elective
0501CS03,1,CH101,8,BB,CORE
0501CS03,1,CH110,3,BB,CORE
0501CS03,1,EE101,8,AB,CORE
0501CS03,1,HS101,6,BC,CORE
0501CS03,1,MA101,8,CC,CORE
0501CS03,1,ME110,3,BB,CORE
0501CS03,1,ME111,7,BB,CORE
0501CS03,1,PH101,6,BB,CORE
0501CS03,2,CH102,6,BB,CORE
0501CS03,2,CS101,6,AB,CORE
0501CS03,2,CS110,3,BB,CORE
0501CS03,2,EE102,4,CC,CORE
0501CS03,2,MA102,8,BB,CORE
0501CS03,2,ME101,8,BC,CORE
0501CS03,2,PH102,6,BB,CORE
0501CS03,2,PH110,3,AB,CORE
0501CS03,3,CS201,9,BC,CORE
0501CS03,3,CS203,6,AB,CORE
0501CS03,3,CS221,6,BC,CORE
0501CS03,3,EE220,8,BC,CORE
0501CS03,3,HS201,6,BC,HS ELECTIVE
0501CS03,3,MA201,8,BB,CORE
0501CS03,4,CS204,6,AB,CORE
0501CS03,4,CS222,6,AB,CORE
0501CS03,4,CS223,3,BC,CORE
0501CS03,4,CS241,7,AB,CORE
0501CS03,4,CS242,5,AA,CORE
0501CS03,4,HS202,6,BB,HS Elective
0501CS03,4,MA225,8,AB,CORE
0501CS03,4,MA251,6,BC,Elective-Sc.
0501CS03,5,CS301,6,AA,CORE
0501CS03,5,CS331,8,BB,CORE
0501CS03,5,CS341,6,AA,CORE
0501CS03,5,CS342,5,AA,CORE
0501CS03,5,CS343,6,BB,CORE
0501CS03,5,CS344,6,AB,CORE
0501CS03,5,CS345,5,AA,CORE
0501CS03,6,CS302,6,AB,CORE
0501CS03,6,CS346,6,AA,CORE
0501CS03,6,CS347,3,AA,CORE
0501CS03,6,CS348,8,AA,CORE
0501CS03,6,CS362,8,AB,CORE
0501CS03,6,CS399,3,AA,CORE
0501CS03,6,HS311,6,CC,HSS Elective
0501CS03,7,CS400,2,AB,CORE
0501CS03,7,CS421,6,AB,CORE
0501CS03,7,CS422,5,BB,CORE
0501CS03,7,CS443,6,AB,Departmental Elective - I
0501CS03,7,CS461,6,AB,Departmental Elective - II
0501CS03,7,CS498,10,AA,CORE
0501CS03,7,MA410,6,AB,Open Elective - I
0501CS03,8,CE442,6,BB,Open Elective - II
0501CS03,8,CS453,6,AB,Departmental Elective - IV
0501CS03,8,CS499,16,AA,CORE
0501CS03,8,CS502,6,AB,Departmental Elective - III
0501CS03,8,HS441,6,BB,HS Elective
0501CS04,1,CH101,8,DD,CORE
