rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1901EE54,5,5,EE372,,3/22/2021 11:10:02,,3/22/2021 11:10:02,CORE
1901EE54,5,5,EE381,,3/22/2021 11:10:02,,3/22/2021 11:10:02,CORE
1901EE55,5,5,CS384,,3/25/2021 11:08:09,,3/25/2021 11:08:09,Open Elective
1901EE55,5,5,EE330,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE55,5,5,EE331,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE55,5,5,EE350,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE55,5,5,EE370,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE55,5,5,EE372,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE55,5,5,EE381,,3/25/2021 11:08:09,,3/25/2021 11:08:09,CORE
1901EE56,5,5,CS384,,3/23/2021 15:55:55,,3/23/2021 15:55:55,Open Elective
1901EE56,5,5,EE330,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE56,5,5,EE331,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE56,5,5,EE350,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE56,5,5,EE370,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE56,5,5,EE372,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE56,5,5,EE381,,3/23/2021 15:55:55,,3/23/2021 15:55:55,CORE
1901EE57,5,5,CS384,,3/23/2021 23:07:40,,3/23/2021 23:07:40,Open Elective
1901EE57,5,5,EE330,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE57,5,5,EE331,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE57,5,5,EE350,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE57,5,5,EE370,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE57,5,5,EE372,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE57,5,5,EE381,,3/23/2021 23:07:40,,3/23/2021 23:07:40,CORE
1901EE58,5,5,CS384,,3/24/2021 19:49:11,,3/24/2021 19:49:11,Open Elective
1901EE58,5,5,EE330,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE58,5,5,EE331,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE58,5,5,EE350,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE58,5,5,EE370,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE58,5,5,EE372,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE58,5,5,EE381,,3/24/2021 19:49:11,,3/24/2021 19:49:11,CORE
1901EE59,5,5,EE330,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,EE331,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,EE350,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,EE370,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,EE372,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,EE381,,3/22/2021 13:32:00,,3/22/2021 13:32:00,CORE
1901EE59,5,5,HS301,,3/22/2021 13:32:00,,3/22/2021 13:32:00,Open Elective
1901EE60,5,5,CS384,,3/22/2021 13:03:07,,3/22/2021 13:03:07,Open Elective
1901EE60,5,5,EE330,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE60,5,5,EE331,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE60,5,5,EE350,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE60,5,5,EE370,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE60,5,5,EE372,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE60,5,5,EE381,,3/22/2021 13:03:07,,3/22/2021 13:03:07,CORE
1901EE61,5,5,CS384,,3/26/2021 00:11:23,,3/26/2021 00:11:23,Open Elective
1901EE61,5,5,EE330,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE61,5,5,EE331,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE61,5,5,EE350,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE61,5,5,EE370,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE61,5,5,EE372,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE61,5,5,EE381,,3/26/2021 00:11:23,,3/26/2021 00:11:23,CORE
1901EE62,5,5,CS384,,3/25/2021 21:12:52,,3/25/2021 21:12:52,Open Elective
1901EE62,5,5,EE330,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE62,5,5,EE331,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE62,5,5,EE350,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE62,5,5,EE370,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE62,5,5,EE372,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE62,5,5,EE381,,3/25/2021 21:12:52,,3/25/2021 21:12:52,CORE
1901EE63,5,5,CS384,,3/25/2021 19:54:25,,3/25/2021 19:54:25,Open Elective
1901EE63,5,5,EE330,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE63,5,5,EE331,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE63,5,5,EE350,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE63,5,5,EE370,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE63,5,5,EE372,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE63,5,5,EE381,,3/25/2021 19:54:25,,3/25/2021 19:54:25,CORE
1901EE64,5,5,CS384,,3/23/2021 17:19:52,,3/23/2021 17:19:52,Open Elective
1901EE64,5,5,EE330,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE64,5,5,EE331,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE64,5,5,EE350,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE64,5,5,EE370,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE64,5,5,EE372,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE64,5,5,EE381,,3/23/2021 17:19:52,,3/23/2021 17:19:52,CORE
1901EE65,5,5,CS384,,3/22/2021 11:47:29,,3/22/2021 11:47:29,Open Elective
1901EE65,5,5,EE330,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE65,5,5,EE331,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE65,5,5,EE350,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE65,5,5,EE370,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE65,5,5,EE372,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE65,5,5,EE381,,3/22/2021 11:47:29,,3/22/2021 11:47:29,CORE
1901EE66,5,5,EE330,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901EE66,5,5,EE331,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901EE66,5,5,EE350,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901EE66,5,5,EE370,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901EE66,5,5,EE372,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901EE66,5,5,EE381,,3/23/2021 14:56:20,,3/23/2021 14:56:20,CORE
1901CB33,5,5,CB303,,3/23/2021 19:58:24,,3/23/2021 19:58:24,CORE
1801EE18,7,7,EE485,,7/23/2021 09:46:47,,7/23/2021 09:46:47,CORE
1901EE67,5,5,EE330,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,EE331,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,EE350,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,EE370,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,EE372,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,EE381,,3/25/2021 10:04:48,,3/25/2021 10:04:48,CORE
1901EE67,5,5,PH301,,3/25/2021 10:04:48,,3/25/2021 10:04:48,Open Elective
1901EE68,5,5,CS384,,3/22/2021 11:06:01,,3/22/2021 11:06:01,Open Elective
1901EE68,5,5,EE330,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE68,5,5,EE331,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE68,5,5,EE350,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE68,5,5,EE370,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE68,5,5,EE372,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE68,5,5,EE381,,3/22/2021 11:06:01,,3/22/2021 11:06:01,CORE
1901EE69,5,5,EE330,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,EE331,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,EE350,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,EE370,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,EE372,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,EE381,,3/25/2021 12:58:23,,3/25/2021 12:58:23,CORE
1901EE69,5,5,PH301,,3/25/2021 12:58:23,,3/25/2021 12:58:23,Open Elective
1901EE70,5,5,EE330,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,EE331,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,EE350,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,EE370,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,EE372,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,EE381,,3/22/2021 13:22:57,,3/22/2021 13:22:57,CORE
1901EE70,5,5,PH301,,3/22/2021 13:22:57,,3/22/2021 13:22:57,Open Elective
1901EE71,5,5,EE330,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE71,5,5,EE331,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE71,5,5,EE350,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE71,5,5,EE370,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE71,5,5,EE372,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE71,5,5,EE381,,3/24/2021 12:39:37,,3/24/2021 12:39:37,CORE
1901EE72,5,5,CS384,,3/22/2021 11:42:23,,3/22/2021 11:42:23,Open Elective
1901EE72,5,5,EE330,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE72,5,5,EE331,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE72,5,5,EE350,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE72,5,5,EE370,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE72,5,5,EE372,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE72,5,5,EE381,,3/22/2021 11:42:23,,3/22/2021 11:42:23,CORE
1901EE73,5,5,CS384,,3/24/2021 19:52:46,,3/24/2021 19:52:46,Open Elective
1901EE73,5,5,EE330,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE73,5,5,EE331,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE73,5,5,EE350,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE73,5,5,EE370,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE73,5,5,EE372,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE73,5,5,EE381,,3/24/2021 19:52:46,,3/24/2021 19:52:46,CORE
1901EE74,5,5,CS384,,3/22/2021 18:55:18,,3/22/2021 18:55:18,Open Elective
1901EE74,5,5,EE330,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE74,5,5,EE331,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE74,5,5,EE350,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE74,5,5,EE370,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE74,5,5,EE372,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE74,5,5,EE381,,3/22/2021 18:55:18,,3/22/2021 18:55:18,CORE
1901EE75,5,5,CS384,,3/24/2021 21:08:17,,3/24/2021 21:08:17,Open Elective
1901EE75,5,5,EE330,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE75,5,5,EE331,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE75,5,5,EE350,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE75,5,5,EE370,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE75,5,5,EE372,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE75,5,5,EE381,,3/24/2021 21:08:17,,3/24/2021 21:08:17,CORE
1901EE76,5,5,CS384,,3/22/2021 18:59:00,,3/22/2021 18:59:00,Open Elective
1901EE76,5,5,EE330,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE76,5,5,EE331,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE76,5,5,EE350,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE76,5,5,EE370,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE76,5,5,EE372,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE76,5,5,EE381,,3/22/2021 18:59:00,,3/22/2021 18:59:00,CORE
1901EE77,5,5,CS384,,3/25/2021 03:12:19,,3/25/2021 03:12:19,Open Elective
1901EE77,5,5,EE330,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901EE77,5,5,EE331,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901EE77,5,5,EE350,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901EE77,5,5,EE370,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901EE77,5,5,EE372,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901EE77,5,5,EE381,,3/25/2021 03:12:19,,3/25/2021 03:12:19,CORE
1901ME01,5,5,HS301,,3/23/2021 13:05:35,,3/23/2021 13:05:35,Open Elective - II
1901ME01,5,5,ME313,,3/23/2021 13:05:35,,3/23/2021 13:05:35,CORE
1901ME01,5,5,ME315,,3/23/2021 13:05:35,,3/23/2021 13:05:35,CORE
1901ME01,5,5,ME331,,3/23/2021 13:05:35,,3/23/2021 13:05:35,CORE
1901ME01,5,5,ME393,,3/23/2021 13:05:35,,3/23/2021 13:05:35,CORE
1901ME01,5,5,ME395,,3/23/2021 13:05:35,,3/23/2021 13:05:35,CORE
1901CB40,5,5,CB303,,3/22/2021 22:57:32,,3/22/2021 22:57:32,CORE
1901ME03,5,5,ME313,,3/25/2021 13:12:08,,3/25/2021 13:12:08,CORE
1901ME03,5,5,ME315,,3/25/2021 13:12:08,,3/25/2021 13:12:08,CORE
1901ME03,5,5,ME331,,3/25/2021 13:12:08,,3/25/2021 13:12:08,CORE
1901ME03,5,5,ME393,,3/25/2021 13:12:08,,3/25/2021 13:12:08,CORE
1901ME03,5,5,ME395,,3/25/2021 13:12:08,,3/25/2021 13:12:08,CORE
1901ME04,5,5,ME313,,3/24/2021 11:34:22,,3/24/2021 11:34:22,CORE
1901ME04,5,5,ME315,,3/24/2021 11:34:22,,3/24/2021 11:34:22,CORE
1901ME04,5,5,ME331,,3/24/2021 11:34:22,,3/24/2021 11:34:22,CORE
1901ME04,5,5,ME393,,3/24/2021 11:34:22,,3/24/2021 11:34:22,CORE
1901ME04,5,5,ME395,,3/24/2021 11:34:22,,3/24/2021 11:34:22,CORE
1901CB40,5,5,HS301,,3/22/2021 22:57:32,,3/22/2021 22:57:32,Open Elective - II
1901ME06,5,5,CS384,,3/24/2021 23:16:03,,3/24/2021 23:16:03,Open Elective - II
1901ME06,5,5,ME313,,3/24/2021 23:16:03,,3/24/2021 23:16:03,CORE
1901ME06,5,5,ME315,,3/24/2021 23:16:03,,3/24/2021 23:16:03,CORE
1901ME06,5,5,ME331,,3/24/2021 23:16:03,,3/24/2021 23:16:03,CORE
1901ME06,5,5,ME393,,3/24/2021 23:16:03,,3/24/2021 23:16:03,CORE
1901ME06,5,5,ME395,,3/24/2021 23:16:03,,3/24/2021 23:16:03,CORE
1901ME07,5,5,CS384,,3/23/2021 11:58:46,,3/23/2021 11:58:46,Open Elective - II
1901ME07,5,5,ME313,,3/23/2021 11:58:46,,3/23/2021 11:58:46,CORE
1901ME07,5,5,ME315,,3/23/2021 11:58:46,,3/23/2021 11:58:46,CORE
1901ME07,5,5,ME331,,3/23/2021 11:58:46,,3/23/2021 11:58:46,CORE
1901ME07,5,5,ME393,,3/23/2021 11:58:46,,3/23/2021 11:58:46,CORE
1901ME07,5,5,ME395,,3/23/2021 11:58:46,,3/23/2021 11:58:46,CORE
1901ME08,5,5,ME313,,3/25/2021 11:20:09,,3/25/2021 11:20:09,CORE
1901ME08,5,5,ME315,,3/25/2021 11:20:09,,3/25/2021 11:20:09,CORE
1901ME08,5,5,ME331,,3/25/2021 11:20:09,,3/25/2021 11:20:09,CORE
1901ME08,5,5,ME393,,3/25/2021 11:20:09,,3/25/2021 11:20:09,CORE
1901ME08,5,5,ME395,,3/25/2021 11:20:09,,3/25/2021 11:20:09,CORE
1901ME10,5,5,CS384,,3/22/2021 20:44:59,,3/22/2021 20:44:59,Open Elective - II
1901ME10,5,5,ME313,,3/22/2021 20:44:59,,3/22/2021 20:44:59,CORE
1901ME10,5,5,ME315,,3/22/2021 20:44:59,,3/22/2021 20:44:59,CORE
1901ME10,5,5,ME331,,3/22/2021 20:44:59,,3/22/2021 20:44:59,CORE
1901ME10,5,5,ME393,,3/22/2021 20:44:59,,3/22/2021 20:44:59,CORE
1901ME10,5,5,ME395,,3/22/2021 20:44:59,,3/22/2021 20:44:59,CORE
1901ME11,5,5,ME313,,3/22/2021 20:45:37,,3/22/2021 20:45:37,CORE
1901ME11,5,5,ME315,,3/22/2021 20:45:37,,3/22/2021 20:45:37,CORE
1901ME11,5,5,ME331,,3/22/2021 20:45:37,,3/22/2021 20:45:37,CORE
1901ME11,5,5,ME393,,3/22/2021 20:45:37,,3/22/2021 20:45:37,CORE
1901ME11,5,5,ME395,,3/22/2021 20:45:37,,3/22/2021 20:45:37,CORE
1901CB43,5,5,CB303,,3/23/2021 13:34:36,,3/23/2021 13:34:36,CORE
1901ME12,5,5,ME313,,3/22/2021 20:44:11,,3/22/2021 20:44:11,CORE
1901ME12,5,5,ME315,,3/22/2021 20:44:11,,3/22/2021 20:44:11,CORE
1901ME12,5,5,ME331,,3/22/2021 20:44:11,,3/22/2021 20:44:11,CORE
1901ME12,5,5,ME393,,3/22/2021 20:44:11,,3/22/2021 20:44:11,CORE
1901ME12,5,5,ME395,,3/22/2021 20:44:11,,3/22/2021 20:44:11,CORE
1901ME13,5,5,HS301,,04-06-2021 19:51,,04-06-2021 19:51,Open Elective - II
1901ME13,5,5,ME313,,04-06-2021 19:51,,04-06-2021 19:51,CORE
1901ME13,5,5,ME315,,04-06-2021 19:51,,04-06-2021 19:51,CORE
1901ME13,5,5,ME331,,04-06-2021 19:51,,04-06-2021 19:51,CORE
1901ME13,5,5,ME393,,04-06-2021 19:51,,04-06-2021 19:51,CORE
1901ME13,5,5,ME395,,04-06-2021 19:51,,04-06-2021 19:51,CORE
1901ME14,5,5,CS384,,3/22/2021 23:37:59,,3/22/2021 23:37:59,Open Elective - II
1901ME14,5,5,ME313,,3/22/2021 23:37:59,,3/22/2021 23:37:59,CORE
1901ME14,5,5,ME315,,3/22/2021 23:37:59,,3/22/2021 23:37:59,CORE
1901ME14,5,5,ME331,,3/22/2021 23:37:59,,3/22/2021 23:37:59,CORE
1901ME14,5,5,ME393,,3/22/2021 23:37:59,,3/22/2021 23:37:59,CORE
1901ME14,5,5,ME395,,3/22/2021 23:37:59,,3/22/2021 23:37:59,CORE
1901ME15,5,5,CS384,,3/22/2021 17:15:59,,3/22/2021 17:15:59,Open Elective - II
1901ME15,5,5,ME313,,3/22/2021 17:15:59,,3/22/2021 17:15:59,CORE
1901ME15,5,5,ME315,,3/22/2021 17:15:59,,3/22/2021 17:15:59,CORE
1901ME15,5,5,ME331,,3/22/2021 17:15:59,,3/22/2021 17:15:59,CORE
1901ME15,5,5,ME393,,3/22/2021 17:15:59,,3/22/2021 17:15:59,CORE
1901ME15,5,5,ME395,,3/22/2021 17:15:59,,3/22/2021 17:15:59,CORE
1901ME16,5,5,CS384,,3/22/2021 16:33:17,,3/22/2021 16:33:17,Open Elective - II
1901ME16,5,5,ME313,,3/22/2021 16:33:17,,3/22/2021 16:33:17,CORE
1901ME16,5,5,ME315,,3/22/2021 16:33:17,,3/22/2021 16:33:17,CORE
1901ME16,5,5,ME331,,3/22/2021 16:33:17,,3/22/2021 16:33:17,CORE
1901ME16,5,5,ME393,,3/22/2021 16:33:17,,3/22/2021 16:33:17,CORE
1901ME16,5,5,ME395,,3/22/2021 16:33:17,,3/22/2021 16:33:17,CORE
1901ME17,5,5,ME313,,3/22/2021 19:45:38,,3/22/2021 19:45:38,CORE
1901ME17,5,5,ME315,,3/22/2021 19:45:38,,3/22/2021 19:45:38,CORE
1901ME17,5,5,ME331,,3/22/2021 19:45:38,,3/22/2021 19:45:38,CORE
1901ME17,5,5,ME393,,3/22/2021 19:45:38,,3/22/2021 19:45:38,CORE
1901ME17,5,5,ME395,,3/22/2021 19:45:38,,3/22/2021 19:45:38,CORE
1901ME18,5,5,CS384,,3/23/2021 18:51:42,,3/23/2021 18:51:42,Open Elective - II
1901ME18,5,5,ME313,,3/23/2021 18:51:42,,3/23/2021 18:51:42,CORE
1901ME18,5,5,ME315,,3/23/2021 18:51:42,,3/23/2021 18:51:42,CORE
1901ME18,5,5,ME331,,3/23/2021 18:51:42,,3/23/2021 18:51:42,CORE
1901ME18,5,5,ME393,,3/23/2021 18:51:42,,3/23/2021 18:51:42,CORE
1901ME18,5,5,ME395,,3/23/2021 18:51:42,,3/23/2021 18:51:42,CORE
1901ME19,5,5,CS384,,3/22/2021 11:28:41,,3/22/2021 11:28:41,Open Elective - II
1901ME19,5,5,ME313,,3/22/2021 11:28:41,,3/22/2021 11:28:41,CORE
1901ME19,5,5,ME315,,3/22/2021 11:28:41,,3/22/2021 11:28:41,CORE
1901ME19,5,5,ME331,,3/22/2021 11:28:41,,3/22/2021 11:28:41,CORE
1901ME19,5,5,ME393,,3/22/2021 11:28:41,,3/22/2021 11:28:41,CORE
1901ME19,5,5,ME395,,3/22/2021 11:28:41,,3/22/2021 11:28:41,CORE
1901ME20,5,5,CS384,,3/22/2021 17:16:42,,3/22/2021 17:16:42,Open Elective - II
1901ME20,5,5,ME313,,3/22/2021 17:16:42,,3/22/2021 17:16:42,CORE
1901ME20,5,5,ME315,,3/22/2021 17:16:42,,3/22/2021 17:16:42,CORE
1901ME20,5,5,ME331,,3/22/2021 17:16:42,,3/22/2021 17:16:42,CORE
1901ME20,5,5,ME393,,3/22/2021 17:16:42,,3/22/2021 17:16:42,CORE
1901ME20,5,5,ME395,,3/22/2021 17:16:42,,3/22/2021 17:16:42,CORE
1901ME21,5,5,CS384,,3/22/2021 17:17:33,,3/22/2021 17:17:33,Open Elective - II
1901ME21,5,5,ME313,,3/22/2021 17:17:33,,3/22/2021 17:17:33,CORE
1901ME21,5,5,ME315,,3/22/2021 17:17:33,,3/22/2021 17:17:33,CORE
1901ME21,5,5,ME331,,3/22/2021 17:17:33,,3/22/2021 17:17:33,CORE
1901ME21,5,5,ME393,,3/22/2021 17:17:33,,3/22/2021 17:17:33,CORE
1901ME21,5,5,ME395,,3/22/2021 17:17:33,,3/22/2021 17:17:33,CORE
1901ME22,5,5,ME313,,3/25/2021 11:26:20,,3/25/2021 11:26:20,CORE
1901ME22,5,5,ME315,,3/25/2021 11:26:20,,3/25/2021 11:26:20,CORE
1901ME22,5,5,ME331,,3/25/2021 11:26:20,,3/25/2021 11:26:20,CORE
1901ME22,5,5,ME393,,3/25/2021 11:26:20,,3/25/2021 11:26:20,CORE
1901ME22,5,5,ME395,,3/25/2021 11:26:20,,3/25/2021 11:26:20,CORE
1901ME22,5,5,PH301,,3/25/2021 11:26:20,,3/25/2021 11:26:20,Open Elective - II
1901ME23,5,5,ME313,,3/25/2021 09:44:18,,3/25/2021 09:44:18,CORE
1901ME23,5,5,ME315,,3/25/2021 09:44:18,,3/25/2021 09:44:18,CORE
1901ME23,5,5,ME331,,3/25/2021 09:44:18,,3/25/2021 09:44:18,CORE
1901ME23,5,5,ME393,,3/25/2021 09:44:18,,3/25/2021 09:44:18,CORE
1901ME23,5,5,ME395,,3/25/2021 09:44:18,,3/25/2021 09:44:18,CORE
1901CB49,5,5,CB307,,3/24/2021 18:52:04,,3/24/2021 18:52:04,CORE
1901ME24,5,5,CS384,,3/22/2021 17:58:35,,3/22/2021 17:58:35,Open Elective - II
1901ME24,5,5,ME313,,3/22/2021 17:58:35,,3/22/2021 17:58:35,CORE
1901ME24,5,5,ME315,,3/22/2021 17:58:35,,3/22/2021 17:58:35,CORE
1901ME24,5,5,ME331,,3/22/2021 17:58:35,,3/22/2021 17:58:35,CORE
1901ME24,5,5,ME393,,3/22/2021 17:58:35,,3/22/2021 17:58:35,CORE
1901ME24,5,5,ME395,,3/22/2021 17:58:35,,3/22/2021 17:58:35,CORE
1901ME25,5,5,CS384,,3/23/2021 00:25:25,,3/23/2021 00:25:25,Open Elective - II
1901ME25,5,5,ME313,,3/23/2021 00:25:25,,3/23/2021 00:25:25,CORE
1901ME25,5,5,ME315,,3/23/2021 00:25:25,,3/23/2021 00:25:25,CORE
1901ME25,5,5,ME331,,3/23/2021 00:25:25,,3/23/2021 00:25:25,CORE
1901ME25,5,5,ME393,,3/23/2021 00:25:25,,3/23/2021 00:25:25,CORE
1901ME25,5,5,ME395,,3/23/2021 00:25:25,,3/23/2021 00:25:25,CORE
1901ME26,5,5,CS384,,3/23/2021 18:31:02,,3/23/2021 18:31:02,Open Elective - II
1901ME26,5,5,ME313,,3/23/2021 18:31:02,,3/23/2021 18:31:02,CORE
1901ME26,5,5,ME315,,3/23/2021 18:31:02,,3/23/2021 18:31:02,CORE
1901ME26,5,5,ME331,,3/23/2021 18:31:02,,3/23/2021 18:31:02,CORE
1901ME26,5,5,ME393,,3/23/2021 18:31:02,,3/23/2021 18:31:02,CORE
1901ME26,5,5,ME395,,3/23/2021 18:31:02,,3/23/2021 18:31:02,CORE
1901ME27,5,5,CS384,,3/24/2021 13:32:17,,3/24/2021 13:32:17,Open Elective - II
1901ME27,5,5,ME313,,3/24/2021 13:32:17,,3/24/2021 13:32:17,CORE
1901ME27,5,5,ME315,,3/24/2021 13:32:17,,3/24/2021 13:32:17,CORE
