rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type,slot
2001ME32,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME32,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME32,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME32,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME33,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME33,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME33,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME33,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME33,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME35,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME35,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME35,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME35,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME35,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME36,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME36,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME36,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME36,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME36,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME38,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME38,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME38,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME38,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME39,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME39,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME39,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME39,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME39,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001CE67,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CE67,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME42,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME42,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME42,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME42,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME42,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME43,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME43,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME43,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME43,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME43,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME47,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME47,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME47,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME47,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME47,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME48,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME48,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME48,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME48,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME48,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME50,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME50,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME50,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME50,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME50,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME53,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME53,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME53,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME53,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME53,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME54,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME54,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME54,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME54,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME55,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME55,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME55,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME55,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME55,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME56,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME56,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME56,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME56,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME56,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME57,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME57,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME57,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME57,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME57,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME58,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME58,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME58,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME58,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME58,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME59,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME59,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME59,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME59,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME59,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME62,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME62,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME62,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME62,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME62,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME63,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME63,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME63,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME63,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME63,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME64,3,3,HS221,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME64,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME64,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME64,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME64,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME66,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME66,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME66,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME66,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME66,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME67,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME67,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME67,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME67,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME67,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME69,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME69,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME69,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME69,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME69,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001CS88,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CS88,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME80,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME80,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME80,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME80,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME80,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME81,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME81,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME81,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME81,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME81,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001ME83,3,3,HS221,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME83,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME83,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME83,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME83,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001MM04,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM04,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM04,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM04,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM04,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
2001MM13,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM13,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM13,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM13,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM13,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
2001MM29,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM29,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM29,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM29,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM29,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
2001CB50,3,3,HS221,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CB50,3,3,CB203,NULL,NULL,NULL,NULL,CORE,NULL
2001CB50,3,3,CB205,NULL,NULL,NULL,NULL,CORE,NULL
2001CB50,3,3,CB211,NULL,NULL,NULL,NULL,CORE,NULL
2001CB50,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
1901CE06,5,5,HS301,NULL,NULL,NULL,NULL,Open Elective - II,NULL
2121MA04,2,2,MA533,NULL,NULL,NULL,NULL,CREDIT,NULL
2121MA04,2,2,MA539,NULL,NULL,NULL,NULL,CREDIT,NULL
2121ME11,2,2,CB501,NULL,NULL,NULL,NULL,AUDIT,NULL
2121HS13,2,2,HS711,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS13,2,2,HS713,NULL,NULL,NULL,NULL,CREDIT,NULL
2121HS13,2,2,HS725,NULL,NULL,NULL,NULL,CREDIT,NULL
1801CS50,7,7,CS571,NULL,NULL,NULL,NULL,Department Elective - II,NULL
1801CS50,7,7,CS555,NULL,NULL,NULL,NULL,Department Elective - III,NULL
1801CS50,7,7,CS577,NULL,NULL,NULL,NULL,Department Elective - IV,NULL
1801CS50,7,7,PH401,NULL,NULL,NULL,NULL,Open Elective,NULL
1801CS50,7,7,CS491,NULL,NULL,NULL,NULL,CORE,NULL
1901CS78,5,5,PH301,NULL,NULL,NULL,NULL,Open Elective,NULL
2001EE07,3,3,HS221,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE07,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE07,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE07,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE07,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE07,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM34,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM34,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM34,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM34,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM34,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
2001MM16,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM16,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM16,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM16,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM16,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
1901CB50,5,5,PH301,NULL,NULL,NULL,NULL,Open Elective - II,NULL
1901CE05,5,5,HS301,NULL,NULL,NULL,NULL,Open Elective - II,NULL
2001ME60,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME60,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME60,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME60,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME60,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001CS12,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS12,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS12,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS12,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS12,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
1901CS48,5,5,PH301,NULL,NULL,NULL,NULL,Open Elective,NULL
2001MM28,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001MM28,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM28,3,3,MM201,NULL,NULL,NULL,NULL,CORE,NULL
2001MM28,3,3,MM203,NULL,NULL,NULL,NULL,CORE,NULL
2001MM28,3,3,MM205,NULL,NULL,NULL,NULL,CORE,NULL
2001ME37,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME37,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME37,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME37,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME37,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2001EE36,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE36,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE36,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE36,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE36,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE36,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,HS221,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CE06,3,3,CE203,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,CE211,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,CE213,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,CE291,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,CE293,NULL,NULL,NULL,NULL,CORE,NULL
2001CE06,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE38,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE38,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE38,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE38,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE38,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE38,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
1901CS12,5,5,PH301,NULL,NULL,NULL,NULL,Open Elective,NULL
2001EE09,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE09,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE09,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE09,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE09,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE09,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CE09,3,3,CE203,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,CE211,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,CE213,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,CE291,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,CE293,NULL,NULL,NULL,NULL,CORE,NULL
2001CE09,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS66,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS66,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS66,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS66,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS66,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS02,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS02,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS02,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS02,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS02,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE29,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE29,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE29,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE29,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE29,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE29,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS44,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS44,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS44,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS44,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS44,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CB38,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CB38,3,3,CB203,NULL,NULL,NULL,NULL,CORE,NULL
2001CB38,3,3,CB205,NULL,NULL,NULL,NULL,CORE,NULL
2001CB38,3,3,CB211,NULL,NULL,NULL,NULL,CORE,NULL
2001CB38,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2111ME01,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME01,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME01,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME01,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME01,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME01,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME01,1,1,ME537,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME02,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME02,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME02,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME02,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME02,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME02,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME02,1,1,ME537,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME03,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME03,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME03,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME03,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME03,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME03,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME03,1,1,ME537,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME04,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME04,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME04,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME04,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME04,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME04,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME04,1,1,ME537,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME05,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME05,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME05,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME05,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME05,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME05,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME05,1,1,CS575,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME06,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME06,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME06,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME06,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME06,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME06,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME07,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME07,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME07,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME07,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME07,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME07,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME08,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME08,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME08,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME08,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME08,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME08,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME10,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME10,1,1,ME521,NULL,NULL,NULL,NULL,CORE,NULL
2111ME10,1,1,ME529,NULL,NULL,NULL,NULL,CORE,NULL
2111ME10,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME10,1,1,ME503,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME10,1,1,ME533,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME10,1,1,ME537,NULL,NULL,NULL,NULL,Elective - III,NULL
2111ME13,1,1,HS513,NULL,NULL,NULL,NULL,CORE,NULL
2111ME13,1,1,MH503,NULL,NULL,NULL,NULL,CORE,NULL
2111ME13,1,1,CE517,NULL,NULL,NULL,NULL,Elective - I,NULL
2111ME13,1,1,ME512,NULL,NULL,NULL,NULL,Elective - II,NULL
2111ME13,1,1,ME501,NULL,NULL,NULL,NULL,Elective - III,NULL
2001EE62,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001EE62,3,3,EE200,NULL,NULL,NULL,NULL,CORE,NULL
2001EE62,3,3,EE201,NULL,NULL,NULL,NULL,CORE,NULL
2001EE62,3,3,EE202,NULL,NULL,NULL,NULL,CORE,NULL
2001EE62,3,3,EE221,NULL,NULL,NULL,NULL,CORE,NULL
2001EE62,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME51,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME51,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME51,3,3,ME207,NULL,NULL,NULL,NULL,CORE,NULL
2001ME51,3,3,ME209,NULL,NULL,NULL,NULL,CORE,NULL
2001ME51,3,3,ME231,NULL,NULL,NULL,NULL,CORE,NULL
2121MA03,2,2,MA533,NULL,NULL,NULL,NULL,CREDIT,NULL
2001CE55,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001CE55,3,3,CE203,NULL,NULL,NULL,NULL,CORE,NULL
2001CE55,3,3,CE211,NULL,NULL,NULL,NULL,CORE,NULL
2001CE55,3,3,CE213,NULL,NULL,NULL,NULL,CORE,NULL
2001CE55,3,3,CE291,NULL,NULL,NULL,NULL,CORE,NULL
2001CE55,3,3,CE293,NULL,NULL,NULL,NULL,CORE,NULL
2001CE55,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001CS80,3,3,HS201,NULL,NULL,NULL,NULL,HSS Elective,NULL
2001CS80,3,3,CS204,NULL,NULL,NULL,NULL,CORE,NULL
2001CS80,3,3,CS205,NULL,NULL,NULL,NULL,CORE,NULL
2001CS80,3,3,CS206,NULL,NULL,NULL,NULL,CORE,NULL
2001CS80,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
2001ME03,3,3,HS231,NULL,NULL,NULL,NULL,HSS Elective - I,NULL
2001ME03,3,3,MA201,NULL,NULL,NULL,NULL,CORE,NULL
